question_id,来源,题型,题干,选项,答案,解析,知识点ID,题型ID,常见错因ID,难度
Q_TRI_427,原创（基于十类题型解析版）,解答题,"在△ABC中，角A,B,C对边为a,b,c，已知C=2B，且b=2，c=2√3，求角B和边a。",,B=π/6，a=4,①由正弦定理b/sinB=c/sinC=c/sin2B=c/(2sinBcosB)，得2/sinB=2√3/(2sinBcosB)，cosB=√3/2，B=π/6；②C=π/3，A=π-π/6-π/3=π/2；③a=b/sinB·sinA=2/(1/2)·1=4。,K_TRI_015,T_TRI_022,E-CAL-007|E-LOG-005|E-LOG-008,4
Q_TRI_428,原创（基于十类题型解析版）,填空题,在△ABC中，a=4，b=5，C=30°，求△ABC的面积。,,5,①已知两边及其夹角，直接用面积公式S=(1/2)absinC；②代入：S=(1/2)·4·5·sin30°=(1/2)·20·(1/2)=5。,K_TRI_008|K_TRI_003,T_TRI_006,E-CAL-001|E-CAL-002|E-FOM-001|E-MOD-001|E-MOD-003|E-STR-001,3
Q_TRI_429,原创（基于十类题型解析版）,填空题,在△ABC中，D是BC中点，已知AB=5，AC=3，AD=2√2，求BC的长。,,6,①由中线定理（阿波罗尼乌斯定理）：AB²+AC²=2AD²+(1/2)BC²；②代入：25+9=2·8+(1/2)BC²，34=16+(1/2)BC²；③BC²=36，BC=6。,K_TRI_018,T_TRI_009,E-FOM-006|E-STR-006,4
Q_TRI_430,原创（基于十类题型解析版）,填空题,在△ABC中，已知a=8，b=5，S△ABC=12，求BC边上的高h。,,3,①三角形面积S=(1/2)·a·h（以BC=a为底）；②12=(1/2)·8·h=4h；③h=3。,K_TRI_020,T_TRI_011,E-MOD-007|E-STR-008,3
Q_TRI_431,原创（基于十类题型解析版）,填空题,在△ABC中，已知a=2，b=√6，A=45°，求满足条件的三角形个数。,,2个,①由正弦定理sinB=bsinA/a=√6·(√2/2)/2=√3/2；②因为b>a，所以B>A=45°，B可以是60°或120°；③B=60°时C=75°，B=120°时C=15°，均成立；④所以满足条件的三角形有2个。,K_TRI_006,T_TRI_004,E-CAL-003|E-FOM-002|E-FOM-007,3
Q_TRI_432,原创（基于十类题型解析版）,填空题,如图，为测量河对岸A、B两点间距离，在河岸边取C、D两点，CD=100米，测得∠ACB=30°，∠BCD=45°，∠ADC=60°，∠ADB=30°，求AB。,,50√2米,①在△ACD中，∠CAD=180°-45°-30°-60°=45°，由正弦定理AC/sin60°=CD/sin45°，AC=100·(√3/2)/(√2/2)=50√6；②在△BCD中，∠CBD=180°-45°-60°-30°=45°，BC/sin90°=CD/sin45°，BC=100√2；③在△ABC中，AB²=AC²+BC²-2·AC·BC·cos30°=15000+20000-2·50√6·100√2·(√3/2)=35000-10000√3·√2·√3/... 化简得AB=50√2米。,K_TRI_011,T_TRI_008,E-CAL-005|E-MOD-004,3
Q_TRI_433,原创（基于十类题型解析版）,填空题,在△ABC中，a=2，A=60°，求△ABC周长的取值范围。,,"(4,6]","①由正弦定理b=(4/√3)sinB，c=(4/√3)sinC=(4/√3)sin(120°-B)；②周长L=2+(4/√3)[sinB+sin(120°-B)]=2+4sin(B+30°)；③0<B<120°，故30°<B+30°<150°，sin(B+30°)∈(1/2,1]；④L∈(4,6]，当B=60°即等边三角形时取最大值6。",K_TRI_036|K_TRI_009,T_TRI_015,E-CAL-004|E-CAL-012|E-STR-002,4
Q_TRI_434,原创（基于十类题型解析版）,填空题,在△ABC中，D在BC上且BD:DC=1:2，已知AB=3，AC=6，∠BAC=60°，求AD的长。,,2√3,①由余弦定理BC²=9+36-2·3·6·cos60°=45-18=27，BC=3√3；②BD=√3，DC=2√3；③在△ABD中先求cosB=(AB²+BC²-AC²)/(2·AB·BC)=(9+27-36)/(18√3)=0，B=90°；④AD²=AB²+BD²=9+3=12，AD=2√3。,K_TRI_026,T_TRI_023,E-MOD-012,4
Q_TRI_435,原创（基于满分突破10讲题型）,解答题,"在△ABC中，角A,B,C对边为a,b,c，已知2cos²A+√3sin2A=2，b=1，S△ABC=√3/2。(1)求A；(2)求(b+c)/(sinB+sinC)的值。",,(1)π/3；(2)2,(1)①利用降幂公式2cos²A=1+cos2A，原式化为1+cos2A+√3sin2A=2；②即cos2A+√3sin2A=1，辅助角公式2sin(2A+π/6)=1，sin(2A+π/6)=1/2；③因为0<A<π，结合三角形条件得2A+π/6=5π/6，A=π/3；(2)①S=(1/2)bcsinA=√3/2，(1/2)·1·c·(√3/2)=√3/2，c=2；②由正弦定理(b+c)/(sinB+sinC)=a/sinA=2R，先由余弦定理a²=b²+c²-2bccosA=1+4-2=3，a=√3；③a/sinA=√3/(√3/2)=2。,K_TRI_016|K_TRI_014,T_TRI_022,E-CAL-008|E-CAL-010|E-FOM-008|E-LOG-006|E-MOD-005|E-STR-004|E-STR-008,4
Q_TRI_436,2016·全国Ⅱ卷·高考真题,填空题,"△ABC内角A,B,C对边为a,b,c，若cosA=4/5，cosC=5/13，a=1，则b=____。",,21/13,①由cosA=4/5得sinA=3/5，由cosC=5/13得sinC=12/13；②sinB=sin(A+C)=sinAcosC+cosAsinC=(3/5)(5/13)+(4/5)(12/13)=63/65；③正弦定理b=asinB/sinA=1·(63/65)/(3/5)=21/13。,K_TRI_002|K_TRI_003,T_TRI_001,E-CAL-001|E-CAL-002|E-CON-001|E-FOM-001|E-MOD-001,2
Q_TRI_437,原创（基于十类题型解析版）,填空题,在△ABC中，a=6，b=8，C=60°，求△ABC的面积。,,12√3,①已知两边及夹角，用面积公式S=(1/2)absinC；②代入S=(1/2)·6·8·sin60°=24·(√3/2)=12√3。,K_TRI_008,T_TRI_006,E-MOD-003|E-STR-001,2
Q_TRI_438,原创（基于十类题型解析版）,填空题,在△ABC中，若acosA=bcosB，判断△ABC的形状。,,等腰三角形或直角三角形,①由正弦定理a=2RsinA，b=2RsinB，代入得sinAcosA=sinBcosB；②即sin2A=sin2B，所以2A=2B或2A+2B=π；③即A=B（等腰三角形）或A+B=π/2即C=π/2（直角三角形）；④所以△ABC为等腰三角形或直角三角形。,K_TRI_007,T_TRI_005,E-LOG-004|E-MOD-002,2
Q_TRI_439,原创（基于十类题型解析版）,填空题,在△ABC中，已知a=√3，b=√2，A=60°，求B。,,45°,①由正弦定理sinB=bsinA/a=√2·(√3/2)/√3=√2/2；②因为b<a，所以B<A=60°，故B=45°（舍去135°）。,K_TRI_006|K_TRI_002,T_TRI_003,E-CAL-001|E-CAL-003|E-CON-001|E-FOM-002|E-FOM-007|E-MOD-001,2
